日期,最高气温,最低气温,天气,风向,空气质量
2018-11-24 星期六 ,10℃,-2℃,多云,东南风 1级,轻度污染
2018-11-25 星期日 ,15℃,-2℃,晴,西南风 1级,轻度污染
2018-11-26 星期一 ,8℃,-2℃,浮尘,东北风 1级,严重污染
2018-11-27 星期二 ,10℃,-1℃,浮尘,东南风 2级,严重污染
2018-11-28 星期三 ,11℃,-1℃,浮尘,东北风 1级,重度污染
2018-11-29 星期四 ,10℃,-1℃,多云,西北风 1级,轻度污染
2018-11-30 星期五 ,7℃,-3℃,多云,东北风 2级,良
2018-12-01 星期六 ,11℃,-3℃,晴,西南风 1级,良
2018-12-02 星期日 ,2℃,-4℃,浮尘,东北风 2级,重度污染
2018-12-03 星期一 ,2℃,-5℃,晴,东北风 3级,轻度污染
2018-12-04 星期二 ,2℃,-8℃,晴,西北风 1级,轻度污染
2018-12-05 星期三 ,2℃,-5℃,晴,东北风 3级,良
2018-12-06 星期四 ,-2℃,-9℃,小雪,东北风 3级,良
2018-12-07 星期五 ,-2℃,-9℃,阵雪,东北风 2级,良
2018-12-08 星期六 ,-2℃,-8℃,小雪,东北风 1级,良
2018-12-09 星期日 ,2℃,-10℃,晴,东北风 2级,良
2018-12-10 星期一 ,0℃,-10℃,阵雪,东北风 3级,良
2018-12-11 星期二 ,1℃,-10℃,晴,西北风 1级,轻度污染
2018-12-12 星期三 ,3℃,-9℃,晴,东北风 2级,轻度污染
2018-12-13 星期四 ,3℃,-6℃,多云,东北风 1级,轻度污染
2018-12-14 星期五 ,3℃,-5℃,晴,东北风 2级,良
2018-12-15 星期六 ,3℃,-7℃,多云,东南风 1级,良
2018-12-16 星期日 ,6℃,-7℃,晴,东南风 1级,轻度污染
2018-12-17 星期一 ,8℃,-7℃,晴,东北风 1级,中度污染
2018-12-18 星期二 ,5℃,-7℃,多云,东北风 1级,轻度污染
2018-12-19 星期三 ,6℃,-6℃,多云,西南风 2级,轻度污染
2018-12-20 星期四 ,6℃,-6℃,多云,东北风 2级,良
2018-12-21 星期五 ,2℃,-5℃,阴,东北风 2级,良
2018-12-22 星期六 ,0℃,-9℃,阴,东北风 3级,优
2018-12-23 星期日 ,0℃,-7℃,多云,东北风 2级,良
2018-12-24 星期一 ,0℃,-6℃,阴,东北风 2级,轻度污染
2018-12-25 星期二 ,1℃,-5℃,阴,西南风 1级,良
2018-12-26 星期三 ,3℃,-6℃,阴,东南风 1级,轻度污染
2018-12-27 星期四 ,-4℃,-9℃,阴,东北风 3级,良
2018-12-28 星期五 ,-6℃,-10℃,小雪,东北风 2级,良
2018-12-29 星期六 ,-2℃,-10℃,阴,东北风 1级,良
2018-12-30 星期日 ,-2℃,-10℃,多云,东北风 2级,轻度污染
2018-12-31 星期一 ,-1℃,-8℃,多云,东南风 1级,轻度污染
2019-01-01 星期二 ,1℃,-9℃,多云,南风 微风,轻度污染
2019-01-02 星期三 ,2℃,-7℃,多云,东北风 1级,轻度污染
2019-01-03 星期四 ,2℃,-7℃,阴,东南风 1级,良
2019-01-04 星期五 ,1℃,-7℃,阴,东南风 1级,良
2019-01-05 星期六 ,4℃,-5℃,多云,西北风 微风,轻度污染
2019-01-06 星期日 ,2℃,-6℃,阴,东北风 3级,良
2019-01-07 星期一 ,0℃,-8℃,多云,东南风 1级,良
2019-01-08 星期二 ,0℃,-7℃,阴,东南风 1级,良
2019-01-09 星期三 ,1℃,-8℃,多云,东南风 1级,良
2019-01-10 星期四 ,0℃,-7℃,阴,东南风 1级,良
2019-01-11 星期五 ,3℃,-6℃,多云,东南风 1级,轻度污染
2019-01-12 星期六 ,4℃,-6℃,多云,东北风 1级,轻度污染
2019-01-13 星期日 ,3℃,-6℃,多云,南风 微风,轻度污染
2019-01-14 星期一 ,0℃,-8℃,阴,东南风 3级,优
2019-01-15 星期二 ,1℃,-9℃,阴,东北风 2级,良
2019-01-16 星期三 ,2℃,-8℃,多云,东南风 1级,良
2019-01-17 星期四 ,5℃,-5℃,阴,西南风 1级,良
2019-01-18 星期五 ,2℃,-8℃,多云,东北风 1级,良
2019-01-19 星期六 ,0℃,-6℃,多云,东南风 1级,良
2019-01-20 星期日 ,-3℃,-10℃,中雪,东南风 1级,优
2019-01-21 星期一 ,4℃,-10℃,晴,东南风 1级,轻度污染
2019-01-22 星期二 ,5℃,-10℃,晴,东南风 1级,良
2019-01-23 星期三 ,5℃,-7℃,阴,东北风 1级,轻度污染
2019-01-24 星期四 ,0℃,-6℃,阴,东南风 1级,良
2019-01-25 星期五 ,4℃,-8℃,晴,西南风 1级,良
2019-01-26 星期六 ,5℃,-4℃,多云,东南风 1级,良
2019-01-27 星期日 ,4℃,-5℃,阴,西北风 2级,优
2019-01-28 星期一 ,3℃,-3℃,阴,东南风 1级,良
2019-01-29 星期二 ,5℃,-3℃,阴,东南风 1级,良
2019-01-30 星期三 ,0℃,-8℃,多云,东北风 2级,良
2019-01-31 星期四 ,0℃,-9℃,多云,东南风 1级,良
2019-02-01 星期五 ,4℃,-5℃,晴,东北风 1级,轻度污染
2019-02-02 星期六 ,2℃,-7℃,阴,东南风 1级,良
2019-02-03 星期日 ,4℃,-6℃,多云,东南风 2级,良
2019-02-04 星期一 ,10℃,-5℃,多云,东北风 1级,良
2019-02-05 星期二 ,8℃,-2℃,多云,东南风 1级,良
2019-02-06 星期三 ,9℃,-3℃,多云,西南风 1级,优
2019-02-07 星期四 ,7℃,-3℃,多云,东北风 微风,良
2019-02-08 星期五 ,1℃,-5℃,阴,东北风 3级,良
2019-02-09 星期六 ,-2℃,-5℃,阴,东北风 2级,良
2019-02-10 星期日 ,4℃,-6℃,阴,东北风 微风,良
2019-02-11 星期一 ,10℃,-4℃,晴,东北风 1级,良
2019-02-12 星期二 ,10℃,-2℃,晴,西南风 1级,良
2019-02-13 星期三 ,14℃,-2℃,多云,东北风 2级,严重污染
2019-02-14 星期四 ,4℃,-5℃,多云,东南风 1级,良
2019-02-15 星期五 ,5℃,-2℃,多云,东南风 1级,良
2019-02-16 星期六 ,3℃,-4℃,阴,东北风 2级,良
2019-02-17 星期日 ,-1℃,-4℃,阴,东北风 1级,良
2019-02-18 星期一 ,3℃,-5℃,多云,东南风 1级,良
2019-02-19 星期二 ,7℃,-2℃,晴,西北风 1级,中度污染
2019-02-20 星期三 ,8℃,0℃,多云,东南风 3级,良
2019-02-21 星期四 ,12℃,-1℃,阴,东北风 1级,良
2019-02-22 星期五 ,9℃,0℃,晴,东南风 2级,良
2019-02-23 星期六 ,9℃,0℃,多云,东南风 2级,良
2019-02-24 星期日 ,4℃,0℃,阴,东北风 2级,良
2019-02-25 星期一 ,4℃,1℃,多云,东南风 1级,良
2019-02-26 星期二 ,5℃,1℃,雨夹雪,西南风 1级,良
2019-02-27 星期三 ,6℃,-2℃,多云,东北风 1级,良
2019-02-28 星期四 ,8℃,2℃,多云,东南风 1级,良
2019-03-01 星期五 ,5℃,-1℃,阴,东北风 2级,良
2019-03-02 星期六 ,12℃,-2℃,多云,东南风 1级,良
2019-03-03 星期日 ,17℃,0℃,晴,东北风 1级,良
2019-03-04 星期一 ,14℃,1℃,阴,东北风 1级,良
2019-03-05 星期二 ,13℃,2℃,多云,东北风 1级,良
2019-03-06 星期三 ,11℃,3℃,阴,东南风 2级,良
2019-03-07 星期四 ,11℃,2℃,阴,东南风 2级,优
2019-03-08 星期五 ,10℃,2℃,多云,东南风 1级,良
2019-03-09 星期六 ,13℃,1℃,多云,东北风 1级,良
2019-03-10 星期日 ,12℃,0℃,阴,东南风 1级,良
2019-03-11 星期一 ,12℃,-1℃,晴,西南风 1级,良
2019-03-12 星期二 ,14℃,3℃,晴,东南风 1级,良
2019-03-13 星期三 ,9℃,0℃,多云,西南风 1级,良
2019-03-14 星期四 ,12℃,1℃,多云,东北风 1级,良
2019-03-15 星期五 ,14℃,2℃,多云,东北风 2级,良
2019-03-16 星期六 ,16℃,4℃,晴,东南风 微风,良
2019-03-17 星期日 ,11℃,1℃,阴,东北风 2级,良
2019-03-18 星期一 ,20℃,5℃,晴,东南风 1级,良
2019-03-19 星期二 ,18℃,4℃,阴,东北风 3级,良
2019-03-20 星期三 ,7℃,1℃,多云,东北风 2级,良
2019-03-21 星期四 ,12℃,2℃,阴,东南风 2级,良
2019-03-22 星期五 ,11℃,3℃,阴,东南风 1级,良
2019-03-23 星期六 ,14℃,3℃,阴,东北风 1级,良
2019-03-24 星期日 ,14℃,1℃,晴,东南风 1级,良
2019-03-25 星期一 ,18℃,5℃,晴,东北风 2级,良
2019-03-26 星期二 ,18℃,6℃,多云,东北风 2级,良
2019-03-27 星期三 ,18℃,4℃,阴,东南风 1级,轻度污染
2019-03-28 星期四 ,19℃,4℃,浮尘,东北风 2级,轻度污染
2019-03-29 星期五 ,16℃,2℃,多云,东北风 2级,轻度污染
2019-03-30 星期六 ,14℃,3℃,多云,东北风 1级,良
2019-03-31 星期日 ,20℃,5℃,晴,东北风 1级,良
2019-04-01 星期一 ,23℃,7℃,阴,东北风 微风,良
2019-04-02 星期二 ,19℃,7℃,多云,西南风 1级,良
2019-04-03 星期三 ,21℃,7℃,多云,东南风 2级,良
2019-04-04 星期四 ,21℃,6℃,阴,东北风 1级,良
2019-04-05 星期五 ,23℃,9℃,晴,东南风 1级,良
2019-04-06 星期六 ,24℃,8℃,多云,东北风 1级,轻度污染
2019-04-07 星期日 ,24℃,11℃,多云,东南风 3级,良
2019-04-08 星期一 ,18℃,5℃,阴,东南风 3级,良
2019-04-09 星期二 ,16℃,5℃,多云,东北风 2级,良
2019-04-10 星期三 ,17℃,3℃,多云,东北风 2级,良
2019-04-11 星期四 ,22℃,9℃,晴,东北风 2级,良
2019-04-12 星期五 ,18℃,8℃,阴,东南风 1级,良
2019-04-13 星期六 ,12℃,5℃,阴,东南风 1级,良
2019-04-14 星期日 ,19℃,8℃,多云,东北风 微风,良
2019-04-15 星期一 ,16℃,5℃,阴,东南风 2级,良
2019-04-16 星期二 ,28℃,8℃,多云,西南风 1级,轻度污染
2019-04-17 星期三 ,26℃,11℃,晴,东北风 2级,良
2019-04-18 星期四 ,30℃,13℃,晴,东北风 1级,良
2019-04-19 星期五 ,20℃,11℃,多云,东北风 2级,中度污染
2019-04-20 星期六 ,22℃,6℃,阴,西南风 1级,良
2019-04-21 星期日 ,25℃,10℃,阴,东南风 1级,良
2019-04-22 星期一 ,27℃,10℃,多云,西南风 1级,良
2019-04-23 星期二 ,30℃,13℃,晴,东南风 1级,良
2019-04-24 星期三 ,25℃,13℃,多云,东南风 2级,良
2019-04-25 星期四 ,30℃,14℃,晴,东北风 2级,良
2019-04-26 星期五 ,29℃,13℃,多云,东北风 3级,重度污染
2019-04-27 星期六 ,22℃,11℃,多云,东北风 1级,良
2019-04-28 星期日 ,22℃,11℃,阴,东南风 2级,良
2019-04-29 星期一 ,16℃,6℃,阴,东南风 1级,优
2019-04-30 星期二 ,19℃,8℃,多云,东北风 1级,良
2019-05-01 星期三 ,20℃,11℃,阴,西南风 1级,良
2019-05-02 星期四 ,26℃,12℃,多云,东南风 2级,良
2019-05-03 星期五 ,20℃,11℃,阴,东北风 2级,良
2019-05-04 星期六 ,25℃,13℃,多云,东北风 2级,优
2019-05-05 星期日 ,14℃,10℃,阴,东北风 2级,优
2019-05-06 星期一 ,15℃,8℃,阴,东北风 2级,优
2019-05-07 星期二 ,13℃,8℃,阴,东北风 2级,优
2019-05-08 星期三 ,16℃,7℃,多云,东南风 1级,优
2019-05-09 星期四 ,16℃,8℃,阴,东北风 2级,优
2019-05-10 星期五 ,19℃,7℃,阴,东南风 2级,优
2019-05-11 星期六 ,24℃,5℃,晴,东南风 2级,良
2019-05-12 星期日 ,14℃,8℃,扬沙,东北风 1级,严重污染
2019-05-13 星期一 ,24℃,12℃,扬沙,东北风 2级,中度污染
2019-05-14 星期二 ,23℃,12℃,阴,东南风 1级,良
2019-05-15 星期三 ,21℃,14℃,扬沙,东北风 2级,良
2019-05-16 星期四 ,26℃,12℃,阴,东北风 2级,良
2019-05-17 星期五 ,28℃,16℃,晴,东北风 1级,良
2019-05-18 星期六 ,24℃,10℃,阴,东北风 3级,重度污染
2019-05-19 星期日 ,19℃,10℃,浮尘,东北风 2级,良
2019-05-20 星期一 ,25℃,12℃,多云,东南风 2级,良
2019-05-21 星期二 ,26℃,12℃,晴,东南风 1级,良
2019-05-22 星期三 ,29℃,16℃,晴,东风 2级,良
2019-05-23 星期四 ,28℃,13℃,阴,东北风 2级,良
2019-05-24 星期五 ,31℃,15℃,晴,西南风 1级,良
2019-05-25 星期六 ,26℃,13℃,晴,东北风 3级,良
2019-05-26 星期日 ,20℃,10℃,多云,西北风 3级,优
2019-05-27 星期一 ,15℃,8℃,阴,东南风 3级,优
2019-05-28 星期二 ,22℃,12℃,晴,东北风 1级,良
2019-05-29 星期三 ,23℃,13℃,阴,东北风 3级,优
2019-05-30 星期四 ,24℃,14℃,阴,东南风 1级,良
2019-05-31 星期五 ,20℃,9℃,阴,东南风 2级,良
2019-06-01 星期六 ,29℃,13℃,晴,东南风 微风,良
2019-06-02 星期日 ,28℃,14℃,多云,西南风 1级,良
2019-06-03 星期一 ,31℃,18℃,晴,东南风 1级,良
2019-06-04 星期二 ,22℃,13℃,阴,西南风 2级,优
2019-06-05 星期三 ,28℃,15℃,晴,东北风 1级,良
2019-06-06 星期四 ,30℃,16℃,晴,东南风 1级,良
2019-06-07 星期五 ,28℃,17℃,阴,东北风 2级,优
2019-06-08 星期六 ,27℃,17℃,阴,东北风 1级,良
2019-06-09 星期日 ,27℃,18℃,多云,东南风 4级,优
2019-06-10 星期一 ,28℃,18℃,多云,东北风 1级,良
2019-06-11 星期二 ,25℃,15℃,阴,东北风 2级,优
2019-06-12 星期三 ,29℃,14℃,晴,东南风 2级,良
2019-06-13 星期四 ,32℃,17℃,晴,东南风 2级,良
2019-06-14 星期五 ,23℃,14℃,小雨,东南风 2级,优
2019-06-15 星期六 ,24℃,13℃,小雨,东北风 1级,良
2019-06-16 星期日 ,27℃,15℃,阴,东南风 1级,良
2019-06-17 星期一 ,28℃,17℃,多云,西南风 1级,优
2019-06-18 星期二 ,22℃,17℃,阴,东南风 2级,优
2019-06-19 星期三 ,27℃,17℃,多云,东南风 2级,优
2019-06-20 星期四 ,29℃,19℃,阴,东南风 2级,优
2019-06-21 星期五 ,20℃,18℃,小雨,东南风 1级,优
2019-06-22 星期六 ,28℃,18℃,阴,东北风 3级,优
2019-06-23 星期日 ,26℃,17℃,阴,东北风 2级,优
2019-06-24 星期一 ,30℃,19℃,晴,西南风 1级,优
2019-06-25 星期二 ,28℃,20℃,阴,东北风 2级,良
2019-06-26 星期三 ,21℃,14℃,小雨,西南风 1级,优
2019-06-27 星期四 ,21℃,12℃,小雨,东北风 1级,优
2019-06-28 星期五 ,26℃,15℃,多云,东北风 1级,良
2019-06-29 星期六 ,24℃,17℃,阴,西南风 1级,良
2019-06-30 星期日 ,26℃,16℃,阴,东南风 1级,良
2019-07-01 星期一 ,27℃,18℃,晴,东南风 1级,良
2019-07-02 星期二 ,26℃,19℃,阴,东南风 1级,良
2019-07-03 星期三 ,27℃,18℃,小雨,西北风 1级,优
2019-07-04 星期四 ,32℃,18℃,晴,东南风 1级,良
2019-07-05 星期五 ,30℃,18℃,晴,东南风 2级,轻度污染
2019-07-06 星期六 ,30℃,18℃,多云,西南风 1级,良
2019-07-07 星期日 ,28℃,15℃,多云,西北风 4级,优
2019-07-08 星期一 ,24℃,15℃,小雨,东北风 2级,优
2019-07-09 星期二 ,23℃,14℃,小雨,东北风 1级,优
2019-07-10 星期三 ,28℃,17℃,晴,东南风 1级,优
2019-07-11 星期四 ,28℃,16℃,多云,东南风 2级,优
2019-07-12 星期五 ,29℃,16℃,多云,东南风 1级,良
2019-07-13 星期六 ,31℃,18℃,晴,东南风 1级,优
2019-07-14 星期日 ,25℃,17℃,阴,东北风 2级,优
2019-07-15 星期一 ,22℃,15℃,小雨,东北风 2级,优
2019-07-16 星期二 ,29℃,17℃,晴,东北风 1级,优
2019-07-17 星期三 ,29℃,18℃,多云,西南风 2级,优
2019-07-18 星期四 ,25℃,18℃,阴,西北风 1级,优
2019-07-19 星期五 ,24℃,15℃,小雨,西南风 2级,优
2019-07-20 星期六 ,33℃,18℃,晴,东北风 2级,良
2019-07-21 星期日 ,22℃,16℃,中雨,东北风 1级,优
2019-07-22 星期一 ,30℃,16℃,多云,东南风 2级,良
2019-07-23 星期二 ,32℃,17℃,晴,东北风 1级,优
2019-07-24 星期三 ,26℃,16℃,小雨,西南风 1级,优
2019-07-25 星期四 ,32℃,17℃,晴,东北风 1级,优
2019-07-26 星期五 ,35℃,20℃,晴,东南风 2级,良
2019-07-27 星期六 ,32℃,19℃,晴,东北风 2级,良
2019-07-28 星期日 ,33℃,18℃,多云,东南风 2级,优
2019-07-29 星期一 ,30℃,17℃,多云,东南风 2级,优
2019-07-30 星期二 ,30℃,18℃,多云,西北风 2级,优
2019-07-31 星期三 ,31℃,17℃,多云,东南风 1级,优
2019-08-01 星期四 ,30℃,19℃,多云,东南风 3级,良
2019-08-02 星期五 ,22℃,16℃,小雨,南风 微风,优
2019-08-03 星期六 ,31℃,16℃,晴,南风 微风,优
2019-08-04 星期日 ,30℃,19℃,阴,西北风 1级,优
2019-08-05 星期一 ,29℃,16℃,阴,东北风 1级,优
2019-08-06 星期二 ,34℃,17℃,晴,东南风 1级,良
2019-08-07 星期三 ,33℃,18℃,多云,东南风 1级,良
2019-08-08 星期四 ,23℃,14℃,阴,东南风 1级,优
2019-08-09 星期五 ,31℃,16℃,晴,东北风 1级,优
2019-08-10 星期六 ,32℃,17℃,晴,西南风 2级,良
2019-08-11 星期日 ,32℃,16℃,晴,东南风 3级,优
2019-08-12 星期一 ,32℃,17℃,晴,东北风 2级,良
2019-08-13 星期二 ,25℃,14℃,阴,西南风 1级,良
2019-08-14 星期三 ,32℃,16℃,晴,西南风 1级,良
2019-08-15 星期四 ,35℃,18℃,晴,东南风 1级,良
2019-08-16 星期五 ,34℃,20℃,多云,东北风 3级,良
2019-08-17 星期六 ,31℃,19℃,多云,西北风 1级,良
2019-08-18 星期日 ,32℃,19℃,多云,东南风 3级,良
2019-08-19 星期一 ,34℃,17℃,多云,东北风 3级,良
2019-08-20 星期二 ,17℃,15℃,大雨,东北风 1级,优
2019-08-21 星期三 ,21℃,17℃,小雨,东南风 2级,优
2019-08-22 星期四 ,19℃,17℃,多云,东北风 2级,优
2019-08-23 星期五 ,22℃,16℃,小雨,东北风 2级,优
2019-08-24 星期六 ,23℃,16℃,小雨,西南风 1级,优
2019-08-25 星期日 ,27℃,17℃,多云,东南风 1级,优
2019-08-26 星期一 ,23℃,14℃,小雨,西南风 1级,优
2019-08-27 星期二 ,28℃,19℃,阴,东北风 1级,优
2019-08-28 星期三 ,24℃,14℃,小雨,东南风 1级,良
2019-08-29 星期四 ,24℃,17℃,晴,东南风 2级,良
2019-08-30 星期五 ,17℃,13℃,阴,南风 微风,优
2019-08-31 星期六 ,23℃,13℃,多云,东北风 1级,优
2019-09-01 星期日 ,22℃,14℃,晴,东北风 1级,优
2019-09-02 星期一 ,21℃,15℃,晴,东北风 2级,优
2019-09-03 星期二 ,27℃,15℃,多云,东南风 1级,优
2019-09-04 星期三 ,26℃,16℃,多云,西南风 1级,良
2019-09-05 星期四 ,23℃,16℃,阴,东南风 1级,良
2019-09-06 星期五 ,25℃,17℃,晴,东北风 2级,良
2019-09-07 星期六 ,25℃,17℃,晴,东北风 1级,良
2019-09-08 星期日 ,25℃,16℃,多云,东北风 3级,优
2019-09-09 星期一 ,15℃,13℃,阴,东南风 1级,优
2019-09-10 星期二 ,19℃,16℃,多云,东北风 1级,优
2019-09-11 星期三 ,26℃,18℃,多云,东南风 1级,优
2019-09-12 星期四 ,17℃,12℃,阴,西南风 1级,优
2019-09-13 星期五 ,14℃,10℃,阴,西南风 1级,优
2019-09-14 星期六 ,18℃,13℃,多云,东南风 2级,优
2019-09-15 星期日 ,16℃,13℃,阴,东南风 1级,良
2019-09-16 星期一 ,17℃,10℃,阴,东南风 2级,优
2019-09-17 星期二 ,16℃,11℃,阴,东北风 2级,优
2019-09-18 星期三 ,18℃,12℃,多云,东北风 1级,优
2019-09-19 星期四 ,14℃,10℃,阴,西南风 1级,良
2019-09-20 星期五 ,19℃,9℃,多云,东北风 1级,良
2019-09-21 星期六 ,20℃,10℃,晴,东北风 1级,良
2019-09-22 星期日 ,20℃,11℃,多云,东南风 2级,良
2019-09-23 星期一 ,19℃,12℃,多云,东南风 1级,良
2019-09-24 星期二 ,19℃,10℃,阴,东北风 2级,良
2019-09-25 星期三 ,20℃,10℃,晴,东南风 1级,良
2019-09-26 星期四 ,20℃,10℃,晴,东北风 1级,良
2019-09-27 星期五 ,22℃,11℃,晴,东南风 1级,良
2019-09-28 星期六 ,23℃,11℃,晴,东南风 1级,良
2019-09-29 星期日 ,24℃,12℃,晴,东北风 2级,良
2019-09-30 星期一 ,22℃,12℃,晴,东南风 1级,良
2019-10-01 星期二 ,24℃,12℃,晴,东南风 2级,
2019-10-02 星期三 ,17℃,12℃,阴,东风 2级,
2019-10-03 星期四 ,20℃,9℃,多云,东北风 2级,
2019-10-04 星期五 ,12℃,9℃,阴,西北风 1级,
2019-10-05 星期六 ,13℃,9℃,多云,东北风 3级,
2019-10-06 星期日 ,10℃,7℃,阴,东南风 1级,
2019-10-07 星期一 ,18℃,8℃,多云,东北风 2级,
2019-10-08 星期二 ,14℃,10℃,多云,东南风 1级,
2019-10-09 星期三 ,12℃,9℃,阴,东南风 1级,
2019-10-10 星期四 ,14℃,8℃,阴,东南风 1级,
2019-10-11 星期五 ,12℃,6℃,阴,东北风 1级,
2019-10-12 星期六 ,17℃,6℃,多云,东南风 1级,
2019-10-13 星期日 ,11℃,7℃,阴,东北风 2级,
2019-10-14 星期一 ,15℃,5℃,晴,东北风 3级,
2019-10-15 星期二 ,4℃,1℃,中雨,东北风 1级,
2019-10-16 星期三 ,12℃,3℃,多云,东南风 1级,
2019-10-17 星期四 ,16℃,3℃,晴,东风 1级,
2019-10-18 星期五 ,18℃,5℃,晴,北风 微风,
2019-10-19 星期六 ,15℃,4℃,多云,东北风 2级,
2019-10-20 星期日 ,17℃,6℃,晴,东南风 1级,
2019-10-21 星期一 ,14℃,5℃,阴,东北风 1级,
2019-10-22 星期二 ,16℃,6℃,多云,东南风 1级,
2019-10-23 星期三 ,13℃,2℃,多云,东南风 3级,
2019-10-24 星期四 ,5℃,0℃,多云,东南风 1级,
2019-10-25 星期五 ,8℃,0℃,阴,西北风 微风,
2019-10-26 星期六 ,11℃,2℃,晴,东北风 1级,
2019-10-27 星期日 ,11℃,1℃,多云,东北风 1级,
2019-10-28 星期一 ,14℃,1℃,晴,东北风 1级,
2019-10-29 星期二 ,14℃,1℃,晴,东北风 2级,
2019-10-30 星期三 ,12℃,4℃,多云,东南风 1级,
2019-10-31 星期四 ,7℃,4℃,阴,东北风 1级,
2019-11-01 星期五 ,14℃,2℃,多云,东南风 1级,良
2019-11-02 星期六 ,14℃,0℃,晴,东北风 1级,轻度污染
2019-11-03 星期日 ,15℃,2℃,晴,东南风 1级,轻度污染
2019-11-04 星期一 ,11℃,5℃,晴,东南风 1级,良
2019-11-05 星期二 ,7℃,2℃,小雨,东南风 1级,良
2019-11-06 星期三 ,10℃,0℃,多云,东北风 1级,良
2019-11-07 星期四 ,13℃,1℃,晴,东北风 1级,良
2019-11-08 星期五 ,9℃,3℃,晴,西南风 1级,优
2019-11-09 星期六 ,5℃,-1℃,阴,东北风 2级,良
2019-11-10 星期日 ,12℃,1℃,多云,西南风 1级,良
2019-11-11 星期一 ,10℃,0℃,晴,东北风 2级,良
2019-11-12 星期二 ,6℃,-4℃,阴,东北风 2级,优
2019-11-13 星期三 ,8℃,-1℃,多云,东南风 1级,轻度污染
2019-11-14 星期四 ,13℃,-1℃,晴,东北风 1级,轻度污染
2019-11-15 星期五 ,13℃,0℃,晴,东南风 1级,轻度污染
2019-11-16 星期六 ,11℃,-4℃,晴,东北风 1级,轻度污染
2019-11-17 星期日 ,0℃,-6℃,小雪,东南风 1级,良
2019-11-18 星期一 ,2℃,-3℃,多云,东南风 1级,轻度污染
2019-11-19 星期二 ,5℃,-1℃,晴,东南风 1级,轻度污染
2019-11-20 星期三 ,6℃,-4℃,多云,东南风 1级,良
2019-11-21 星期四 ,11℃,0℃,晴,西北风 微风,轻度污染
2019-11-22 星期五 ,10℃,-2℃,多云,东南风 1级,良
2019-11-23 星期六 ,2℃,-4℃,阴,东北风 4级,良
2019-11-24 星期日 ,0℃,-5℃,阴,西南风 1级,良
